epoc (ms),timestamp (-0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1516040884221,2018-01-15T10.28.04.221,143.368,-0.038,0.006,0.999
1516040884221,2018-01-15T10.28.04.221,143.368,-0.039,0.006,1.000
1516040884221,2018-01-15T10.28.04.221,143.368,-0.040,0.006,1.002
1516040884226,2018-01-15T10.28.04.226,143.373,-0.039,0.006,1.001
1516040884226,2018-01-15T10.28.04.226,143.373,-0.040,0.007,1.001
1516040884226,2018-01-15T10.28.04.226,143.373,-0.042,0.004,1.000
1516040884251,2018-01-15T10.28.04.251,143.398,-0.037,0.006,1.001
1516040884251,2018-01-15T10.28.04.251,143.398,-0.039,0.005,0.997
1516040884251,2018-01-15T10.28.04.251,143.398,-0.042,0.004,0.995
1516040884259,2018-01-15T10.28.04.259,143.406,-0.041,0.003,0.999
1516040884259,2018-01-15T10.28.04.259,143.406,-0.041,0.008,0.998
1516040884259,2018-01-15T10.28.04.259,143.406,-0.040,0.007,0.996
1516040884281,2018-01-15T10.28.04.281,143.428,-0.040,0.007,1.002
1516040884281,2018-01-15T10.28.04.281,143.428,-0.040,0.005,1.000
1516040884281,2018-01-15T10.28.04.281,143.428,-0.038,0.004,1.000
1516040884289,2018-01-15T10.28.04.289,143.436,-0.039,0.004,1.001
1516040884289,2018-01-15T10.28.04.289,143.436,-0.041,0.007,0.999
1516040884289,2018-01-15T10.28.04.289,143.436,-0.041,0.007,1.001
1516040884311,2018-01-15T10.28.04.311,143.458,-0.041,0.006,0.999
1516040884311,2018-01-15T10.28.04.311,143.458,-0.041,0.009,0.998
1516040884311,2018-01-15T10.28.04.311,143.458,-0.043,0.005,1.001
1516040884319,2018-01-15T10.28.04.319,143.466,-0.042,0.007,0.997
1516040884319,2018-01-15T10.28.04.319,143.466,-0.039,0.005,0.999
1516040884319,2018-01-15T10.28.04.319,143.466,-0.044,0.004,1.000
1516040884341,2018-01-15T10.28.04.341,143.488,-0.040,0.005,0.997
1516040884341,2018-01-15T10.28.04.341,143.488,-0.038,0.004,1.000
1516040884341,2018-01-15T10.28.04.341,143.488,-0.041,0.006,0.998
1516040884346,2018-01-15T10.28.04.346,143.493,-0.040,0.003,0.998
1516040884346,2018-01-15T10.28.04.346,143.493,-0.042,0.005,0.998
1516040884346,2018-01-15T10.28.04.346,143.493,-0.039,0.009,0.997
1516040884351,2018-01-15T10.28.04.351,143.498,-0.040,0.006,0.994
1516040884351,2018-01-15T10.28.04.351,143.498,-0.040,0.004,0.996
1516040884351,2018-01-15T10.28.04.351,143.498,-0.042,0.003,0.998
1516040884372,2018-01-15T10.28.04.372,143.519,-0.038,0.004,1.001
1516040884372,2018-01-15T10.28.04.372,143.519,-0.040,0.006,0.997
1516040884372,2018-01-15T10.28.04.372,143.519,-0.037,0.005,0.998
1516040884401,2018-01-15T10.28.04.401,143.548,-0.041,0.006,0.997
1516040884401,2018-01-15T10.28.04.401,143.548,-0.040,0.003,0.999
1516040884401,2018-01-15T10.28.04.401,143.548,-0.036,0.004,0.999
1516040884409,2018-01-15T10.28.04.409,143.556,-0.041,0.004,0.997
1516040884409,2018-01-15T10.28.04.409,143.556,-0.042,0.011,0.997
1516040884409,2018-01-15T10.28.04.409,143.556,-0.041,0.006,0.996
1516040884417,2018-01-15T10.28.04.417,143.564,-0.041,0.006,0.995
1516040884417,2018-01-15T10.28.04.417,143.564,-0.040,0.004,0.998
1516040884417,2018-01-15T10.28.04.417,143.564,-0.041,0.007,0.998
1516040884431,2018-01-15T10.28.04.431,143.578,-0.044,0.007,0.994
1516040884431,2018-01-15T10.28.04.431,143.578,-0.042,0.007,0.997
1516040884431,2018-01-15T10.28.04.431,143.578,-0.040,0.003,0.997
1516040884437,2018-01-15T10.28.04.437,143.584,-0.041,0.005,0.999
1516040884437,2018-01-15T10.28.04.437,143.584,-0.040,0.006,0.996
1516040884437,2018-01-15T10.28.04.437,143.584,-0.043,0.004,0.996
1516040884461,2018-01-15T10.28.04.461,143.608,-0.042,0.007,0.996
1516040884461,2018-01-15T10.28.04.461,143.608,-0.042,0.004,0.997
1516040884461,2018-01-15T10.28.04.461,143.608,-0.041,0.005,0.999
1516040884466,2018-01-15T10.28.04.466,143.613,-0.041,0.008,1.000
1516040884466,2018-01-15T10.28.04.466,143.613,-0.038,0.006,0.995
1516040884466,2018-01-15T10.28.04.466,143.613,-0.040,0.005,0.999
1516040884491,2018-01-15T10.28.04.491,143.638,-0.041,0.005,1.000
1516040884491,2018-01-15T10.28.04.491,143.638,-0.043,0.005,0.999
1516040884491,2018-01-15T10.28.04.491,143.638,-0.039,0.006,0.998
1516040884500,2018-01-15T10.28.04.500,143.647,-0.040,0.005,0.999
1516040884500,2018-01-15T10.28.04.500,143.647,-0.040,0.005,0.999
1516040884500,2018-01-15T10.28.04.500,143.647,-0.040,0.004,0.997
1516040884521,2018-01-15T10.28.04.521,143.668,-0.041,0.004,1.000
1516040884521,2018-01-15T10.28.04.521,143.668,-0.040,0.003,1.000
1516040884521,2018-01-15T10.28.04.521,143.668,-0.041,0.007,0.996
1516040884529,2018-01-15T10.28.04.529,143.676,-0.043,0.006,0.997
1516040884529,2018-01-15T10.28.04.529,143.676,-0.042,0.006,0.995
1516040884529,2018-01-15T10.28.04.529,143.676,-0.042,0.005,1.000
1516040884551,2018-01-15T10.28.04.551,143.698,-0.041,0.010,1.000
1516040884551,2018-01-15T10.28.04.551,143.698,-0.040,0.008,0.996
1516040884551,2018-01-15T10.28.04.551,143.698,-0.043,0.006,1.001
1516040884556,2018-01-15T10.28.04.556,143.703,-0.041,0.006,0.999
1516040884556,2018-01-15T10.28.04.556,143.703,-0.040,0.007,0.993
1516040884556,2018-01-15T10.28.04.556,143.703,-0.041,0.006,0.997
1516040884581,2018-01-15T10.28.04.581,143.728,-0.042,0.003,0.999
1516040884581,2018-01-15T10.28.04.581,143.728,-0.040,0.007,0.998
1516040884581,2018-01-15T10.28.04.581,143.728,-0.042,0.003,0.997
1516040884589,2018-01-15T10.28.04.589,143.736,-0.041,0.007,0.999
1516040884589,2018-01-15T10.28.04.589,143.736,-0.041,0.005,1.000
1516040884589,2018-01-15T10.28.04.589,143.736,-0.039,0.003,0.998
1516040884611,2018-01-15T10.28.04.611,143.758,-0.037,0.005,0.996
1516040884611,2018-01-15T10.28.04.611,143.758,-0.040,0.005,1.000
1516040884611,2018-01-15T10.28.04.611,143.758,-0.042,0.003,0.998
1516040884619,2018-01-15T10.28.04.619,143.766,-0.042,0.004,0.995
1516040884619,2018-01-15T10.28.04.619,143.766,-0.041,0.002,1.000
1516040884619,2018-01-15T10.28.04.619,143.766,-0.040,0.007,0.998
1516040884641,2018-01-15T10.28.04.641,143.788,-0.039,0.004,1.000
1516040884641,2018-01-15T10.28.04.641,143.788,-0.041,0.004,1.002
1516040884641,2018-01-15T10.28.04.641,143.788,-0.040,0.004,0.998
1516040884646,2018-01-15T10.28.04.646,143.793,-0.043,0.006,1.001
1516040884646,2018-01-15T10.28.04.646,143.793,-0.041,0.008,0.999
1516040884646,2018-01-15T10.28.04.646,143.793,-0.042,0.006,0.998
1516040884671,2018-01-15T10.28.04.671,143.818,-0.042,0.008,0.998
1516040884671,2018-01-15T10.28.04.671,143.818,-0.042,0.006,1.001
1516040884671,2018-01-15T10.28.04.671,143.818,-0.042,0.005,1.000
1516040884679,2018-01-15T10.28.04.679,143.826,-0.042,0.005,0.998
1516040884679,2018-01-15T10.28.04.679,143.826,-0.042,0.007,0.996
1516040884679,2018-01-15T10.28.04.679,143.826,-0.040,0.008,0.998
1516040884701,2018-01-15T10.28.04.701,143.848,-0.039,0.003,0.997
1516040884701,2018-01-15T10.28.04.701,143.848,-0.036,0.004,0.998
1516040884701,2018-01-15T10.28.04.701,143.848,-0.041,0.007,0.999
1516040884709,2018-01-15T10.28.04.709,143.856,-0.043,0.006,1.000
1516040884709,2018-01-15T10.28.04.709,143.856,-0.042,0.007,1.000
1516040884709,2018-01-15T10.28.04.709,143.856,-0.041,0.007,0.997
1516040884732,2018-01-15T10.28.04.732,143.879,-0.040,0.002,1.000
1516040884732,2018-01-15T10.28.04.732,143.879,-0.042,0.004,1.002
1516040884732,2018-01-15T10.28.04.732,143.879,-0.041,0.006,0.996
1516040884743,2018-01-15T10.28.04.743,143.890,-0.039,0.004,0.996
1516040884743,2018-01-15T10.28.04.743,143.890,-0.042,0.005,0.998
1516040884743,2018-01-15T10.28.04.743,143.890,-0.040,0.004,0.998
1516040884761,2018-01-15T10.28.04.761,143.908,-0.038,0.006,1.000
1516040884761,2018-01-15T10.28.04.761,143.908,-0.041,0.008,1.001
1516040884761,2018-01-15T10.28.04.761,143.908,-0.040,0.005,1.000
1516040884769,2018-01-15T10.28.04.769,143.916,-0.038,0.005,1.002
1516040884769,2018-01-15T10.28.04.769,143.916,-0.041,0.005,1.000
1516040884769,2018-01-15T10.28.04.769,143.916,-0.041,0.006,0.998
1516040884792,2018-01-15T10.28.04.792,143.939,-0.037,0.007,1.000
1516040884792,2018-01-15T10.28.04.792,143.939,-0.039,0.004,0.997
1516040884792,2018-01-15T10.28.04.792,143.939,-0.041,0.001,0.995
1516040884803,2018-01-15T10.28.04.803,143.950,-0.039,0.005,0.999
1516040884803,2018-01-15T10.28.04.803,143.950,-0.041,0.006,1.000
1516040884803,2018-01-15T10.28.04.803,143.950,-0.038,0.007,1.000
1516040884821,2018-01-15T10.28.04.821,143.968,-0.039,0.005,0.999
1516040884821,2018-01-15T10.28.04.821,143.968,-0.043,0.003,1.001
1516040884821,2018-01-15T10.28.04.821,143.968,-0.045,0.007,1.000
1516040884829,2018-01-15T10.28.04.829,143.976,-0.043,0.009,1.000
1516040884829,2018-01-15T10.28.04.829,143.976,-0.039,0.003,0.998
1516040884829,2018-01-15T10.28.04.829,143.976,-0.040,0.005,0.995
1516040884851,2018-01-15T10.28.04.851,143.998,-0.039,0.004,0.998
1516040884851,2018-01-15T10.28.04.851,143.998,-0.042,0.006,1.000
1516040884851,2018-01-15T10.28.04.851,143.998,-0.039,0.006,1.000
1516040884860,2018-01-15T10.28.04.860,144.007,-0.039,0.005,1.000
1516040884860,2018-01-15T10.28.04.860,144.007,-0.040,0.009,0.995
1516040884860,2018-01-15T10.28.04.860,144.007,-0.040,0.009,0.997
1516040884881,2018-01-15T10.28.04.881,144.028,-0.038,0.003,0.999
1516040884881,2018-01-15T10.28.04.881,144.028,-0.042,0.006,0.998
1516040884881,2018-01-15T10.28.04.881,144.028,-0.042,0.002,0.999
1516040884889,2018-01-15T10.28.04.889,144.036,-0.039,0.001,0.997
1516040884889,2018-01-15T10.28.04.889,144.036,-0.036,0.005,0.997
1516040884889,2018-01-15T10.28.04.889,144.036,-0.037,0.003,0.999
1516040884911,2018-01-15T10.28.04.911,144.058,-0.040,0.007,1.000
1516040884911,2018-01-15T10.28.04.911,144.058,-0.042,0.005,0.995
1516040884911,2018-01-15T10.28.04.911,144.058,-0.041,0.004,0.997
1516040884923,2018-01-15T10.28.04.923,144.070,-0.041,0.005,1.002
1516040884923,2018-01-15T10.28.04.923,144.070,-0.040,0.004,0.999
1516040884923,2018-01-15T10.28.04.923,144.070,-0.042,0.006,1.001
1516040884941,2018-01-15T10.28.04.941,144.088,-0.043,0.004,0.998
1516040884941,2018-01-15T10.28.04.941,144.088,-0.042,0.006,1.000
1516040884941,2018-01-15T10.28.04.941,144.088,-0.041,0.006,1.000
1516040884949,2018-01-15T10.28.04.949,144.096,-0.043,0.006,1.000
1516040884949,2018-01-15T10.28.04.949,144.096,-0.042,0.006,0.999
1516040884949,2018-01-15T10.28.04.949,144.096,-0.042,0.009,0.999
1516040884971,2018-01-15T10.28.04.971,144.118,-0.042,0.005,1.002
1516040884971,2018-01-15T10.28.04.971,144.118,-0.041,0.004,1.000
1516040884971,2018-01-15T10.28.04.971,144.118,-0.040,0.002,0.999
1516040884979,2018-01-15T10.28.04.979,144.126,-0.041,0.006,0.998
1516040884979,2018-01-15T10.28.04.979,144.126,-0.041,0.006,1.000
1516040884979,2018-01-15T10.28.04.979,144.126,-0.042,0.005,1.000
1516040885001,2018-01-15T10.28.05.001,144.148,-0.039,0.007,0.997
1516040885001,2018-01-15T10.28.05.001,144.148,-0.043,0.006,0.997
1516040885001,2018-01-15T10.28.05.001,144.148,-0.041,0.006,1.000
1516040885009,2018-01-15T10.28.05.009,144.156,-0.037,0.005,1.000
1516040885009,2018-01-15T10.28.05.009,144.156,-0.042,0.006,1.001
1516040885009,2018-01-15T10.28.05.009,144.156,-0.043,0.006,0.999
1516040885031,2018-01-15T10.28.05.031,144.178,-0.041,0.005,0.997
1516040885031,2018-01-15T10.28.05.031,144.178,-0.041,0.008,0.999
1516040885031,2018-01-15T10.28.05.031,144.178,-0.040,0.007,0.997
1516040885035,2018-01-15T10.28.05.035,144.182,-0.040,0.006,0.996
1516040885035,2018-01-15T10.28.05.035,144.182,-0.040,0.004,1.000
1516040885035,2018-01-15T10.28.05.035,144.182,-0.042,0.006,0.998
1516040885061,2018-01-15T10.28.05.061,144.208,-0.040,0.006,0.995
1516040885061,2018-01-15T10.28.05.061,144.208,-0.040,0.006,1.000
1516040885061,2018-01-15T10.28.05.061,144.208,-0.041,0.002,1.001
1516040885066,2018-01-15T10.28.05.066,144.213,-0.037,0.002,0.994
1516040885066,2018-01-15T10.28.05.066,144.213,-0.041,0.006,1.000
1516040885066,2018-01-15T10.28.05.066,144.213,-0.043,0.005,1.000
1516040885091,2018-01-15T10.28.05.091,144.238,-0.039,0.008,1.000
1516040885091,2018-01-15T10.28.05.091,144.238,-0.040,0.005,0.999
1516040885091,2018-01-15T10.28.05.091,144.238,-0.038,0.004,0.998
1516040885099,2018-01-15T10.28.05.099,144.246,-0.040,0.003,0.996
1516040885099,2018-01-15T10.28.05.099,144.246,-0.044,0.005,0.999
1516040885099,2018-01-15T10.28.05.099,144.246,-0.043,0.006,0.999
1516040885121,2018-01-15T10.28.05.121,144.268,-0.041,0.008,0.997
1516040885121,2018-01-15T10.28.05.121,144.268,-0.039,0.004,0.996
1516040885121,2018-01-15T10.28.05.121,144.268,-0.038,0.007,0.994
1516040885127,2018-01-15T10.28.05.127,144.274,-0.040,0.007,0.998
1516040885127,2018-01-15T10.28.05.127,144.274,-0.041,0.004,1.000
1516040885127,2018-01-15T10.28.05.127,144.274,-0.041,0.006,1.004
1516040885151,2018-01-15T10.28.05.151,144.298,-0.044,0.005,0.998
1516040885151,2018-01-15T10.28.05.151,144.298,-0.039,0.009,0.999
1516040885151,2018-01-15T10.28.05.151,144.298,-0.041,0.005,1.002
1516040885159,2018-01-15T10.28.05.159,144.306,-0.040,0.004,0.999
1516040885159,2018-01-15T10.28.05.159,144.306,-0.040,0.004,0.999
1516040885159,2018-01-15T10.28.05.159,144.306,-0.038,0.006,0.998
1516040885181,2018-01-15T10.28.05.181,144.328,-0.039,0.004,0.997
1516040885181,2018-01-15T10.28.05.181,144.328,-0.042,0.010,0.998
1516040885181,2018-01-15T10.28.05.181,144.328,-0.040,0.004,0.999
1516040885189,2018-01-15T10.28.05.189,144.336,-0.041,0.006,1.002
1516040885189,2018-01-15T10.28.05.189,144.336,-0.042,0.006,0.996
1516040885189,2018-01-15T10.28.05.189,144.336,-0.042,0.006,0.999
1516040885212,2018-01-15T10.28.05.212,144.359,-0.038,0.010,0.999
1516040885212,2018-01-15T10.28.05.212,144.359,-0.041,0.002,1.001
1516040885212,2018-01-15T10.28.05.212,144.359,-0.041,0.004,1.001
1516040885220,2018-01-15T10.28.05.220,144.367,-0.040,0.009,0.998
1516040885220,2018-01-15T10.28.05.220,144.367,-0.042,0.005,1.000
1516040885220,2018-01-15T10.28.05.220,144.367,-0.042,0.004,0.997
1516040885241,2018-01-15T10.28.05.241,144.388,-0.037,0.005,0.997
1516040885241,2018-01-15T10.28.05.241,144.388,-0.041,0.006,0.995
1516040885241,2018-01-15T10.28.05.241,144.388,-0.042,0.005,0.998
1516040885249,2018-01-15T10.28.05.249,144.396,-0.040,0.000,1.001
1516040885249,2018-01-15T10.28.05.249,144.396,-0.040,0.006,1.001
1516040885249,2018-01-15T10.28.05.249,144.396,-0.040,0.009,1.000
1516040885271,2018-01-15T10.28.05.271,144.418,-0.041,0.006,0.996
1516040885271,2018-01-15T10.28.05.271,144.418,-0.040,0.007,0.996
1516040885271,2018-01-15T10.28.05.271,144.418,-0.044,0.006,0.997
1516040885276,2018-01-15T10.28.05.276,144.423,-0.044,0.005,1.001
1516040885276,2018-01-15T10.28.05.276,144.423,-0.042,0.007,0.997
1516040885276,2018-01-15T10.28.05.276,144.423,-0.040,0.004,0.998
1516040885301,2018-01-15T10.28.05.301,144.448,-0.042,0.003,1.000
1516040885301,2018-01-15T10.28.05.301,144.448,-0.042,0.008,0.999
1516040885301,2018-01-15T10.28.05.301,144.448,-0.040,0.004,0.995
1516040885309,2018-01-15T10.28.05.309,144.456,-0.041,0.005,0.995
1516040885309,2018-01-15T10.28.05.309,144.456,-0.041,0.007,1.002
1516040885309,2018-01-15T10.28.05.309,144.456,-0.040,0.006,1.000
1516040885331,2018-01-15T10.28.05.331,144.478,-0.043,0.004,0.998
1516040885331,2018-01-15T10.28.05.331,144.478,-0.040,0.008,0.995
1516040885331,2018-01-15T10.28.05.331,144.478,-0.038,0.007,0.993
1516040885339,2018-01-15T10.28.05.339,144.486,-0.038,0.008,1.001
1516040885339,2018-01-15T10.28.05.339,144.486,-0.041,0.006,0.997
1516040885339,2018-01-15T10.28.05.339,144.486,-0.035,0.004,1.000
1516040885361,2018-01-15T10.28.05.361,144.508,-0.039,0.004,0.995
1516040885361,2018-01-15T10.28.05.361,144.508,-0.041,0.003,1.000
1516040885361,2018-01-15T10.28.05.361,144.508,-0.041,0.007,0.997
1516040885366,2018-01-15T10.28.05.366,144.513,-0.038,0.006,0.999
1516040885366,2018-01-15T10.28.05.366,144.513,-0.040,0.007,1.000
1516040885366,2018-01-15T10.28.05.366,144.513,-0.043,0.005,0.999
1516040885391,2018-01-15T10.28.05.391,144.538,-0.040,0.005,0.999
1516040885391,2018-01-15T10.28.05.391,144.538,-0.040,0.007,1.000
1516040885391,2018-01-15T10.28.05.391,144.538,-0.039,0.004,0.998
1516040885399,2018-01-15T10.28.05.399,144.546,-0.040,0.006,0.996
1516040885399,2018-01-15T10.28.05.399,144.546,-0.041,0.007,0.999
1516040885399,2018-01-15T10.28.05.399,144.546,-0.042,0.008,1.000
1516040885421,2018-01-15T10.28.05.421,144.568,-0.041,0.008,0.999
1516040885421,2018-01-15T10.28.05.421,144.568,-0.045,0.006,1.002
1516040885421,2018-01-15T10.28.05.421,144.568,-0.040,0.005,1.000
1516040885429,2018-01-15T10.28.05.429,144.576,-0.043,0.011,0.997
1516040885429,2018-01-15T10.28.05.429,144.576,-0.040,0.009,0.999
1516040885429,2018-01-15T10.28.05.429,144.576,-0.038,0.005,0.998
1516040885451,2018-01-15T10.28.05.451,144.598,-0.042,0.005,1.000
1516040885451,2018-01-15T10.28.05.451,144.598,-0.038,0.004,0.995
1516040885451,2018-01-15T10.28.05.451,144.598,-0.041,0.007,0.996
1516040885459,2018-01-15T10.28.05.459,144.606,-0.043,0.008,0.998
1516040885459,2018-01-15T10.28.05.459,144.606,-0.039,0.006,0.998
1516040885459,2018-01-15T10.28.05.459,144.606,-0.042,0.002,0.997
1516040885481,2018-01-15T10.28.05.481,144.628,-0.043,0.009,0.996
1516040885481,2018-01-15T10.28.05.481,144.628,-0.040,0.006,0.999
1516040885481,2018-01-15T10.28.05.481,144.628,-0.037,0.004,0.998
1516040885486,2018-01-15T10.28.05.486,144.633,-0.040,0.007,0.998
1516040885486,2018-01-15T10.28.05.486,144.633,-0.042,0.009,0.996
1516040885486,2018-01-15T10.28.05.486,144.633,-0.040,0.007,0.998
1516040885511,2018-01-15T10.28.05.511,144.658,-0.040,0.003,1.000
1516040885511,2018-01-15T10.28.05.511,144.658,-0.036,0.007,0.999
1516040885511,2018-01-15T10.28.05.511,144.658,-0.040,0.006,0.997
1516040885519,2018-01-15T10.28.05.519,144.666,-0.037,0.008,0.997
1516040885519,2018-01-15T10.28.05.519,144.666,-0.041,0.007,0.998
1516040885519,2018-01-15T10.28.05.519,144.666,-0.041,0.004,0.999
1516040885541,2018-01-15T10.28.05.541,144.688,-0.037,0.006,1.000
1516040885541,2018-01-15T10.28.05.541,144.688,-0.036,0.008,1.000
1516040885541,2018-01-15T10.28.05.541,144.688,-0.039,0.006,1.001
1516040885549,2018-01-15T10.28.05.549,144.696,-0.041,0.001,1.002
1516040885549,2018-01-15T10.28.05.549,144.696,-0.042,0.004,1.000
1516040885549,2018-01-15T10.28.05.549,144.696,-0.043,0.007,0.996
1516040885571,2018-01-15T10.28.05.571,144.718,-0.041,0.008,1.000
1516040885571,2018-01-15T10.28.05.571,144.718,-0.040,0.007,0.997
1516040885571,2018-01-15T10.28.05.571,144.718,-0.042,0.007,0.996
1516040885576,2018-01-15T10.28.05.576,144.723,-0.040,0.008,0.998
1516040885576,2018-01-15T10.28.05.576,144.723,-0.038,0.005,0.997
1516040885576,2018-01-15T10.28.05.576,144.723,-0.044,0.005,0.999
1516040885601,2018-01-15T10.28.05.601,144.748,-0.043,0.007,1.002
1516040885601,2018-01-15T10.28.05.601,144.748,-0.042,0.005,1.003
1516040885601,2018-01-15T10.28.05.601,144.748,-0.044,0.004,0.997
1516040885609,2018-01-15T10.28.05.609,144.756,-0.042,0.006,0.999
1516040885609,2018-01-15T10.28.05.609,144.756,-0.039,0.004,0.999
1516040885609,2018-01-15T10.28.05.609,144.756,-0.042,0.006,1.003
1516040885631,2018-01-15T10.28.05.631,144.778,-0.039,0.004,1.004
1516040885631,2018-01-15T10.28.05.631,144.778,-0.040,0.004,1.000
1516040885631,2018-01-15T10.28.05.631,144.778,-0.043,0.005,0.999
1516040885643,2018-01-15T10.28.05.643,144.790,-0.044,0.011,1.001
1516040885643,2018-01-15T10.28.05.643,144.790,-0.041,0.006,0.999
1516040885643,2018-01-15T10.28.05.643,144.790,-0.039,0.005,1.003
1516040885661,2018-01-15T10.28.05.661,144.808,-0.041,0.003,1.003
1516040885661,2018-01-15T10.28.05.661,144.808,-0.039,0.004,1.001
1516040885661,2018-01-15T10.28.05.661,144.808,-0.041,0.006,1.000
1516040885669,2018-01-15T10.28.05.669,144.816,-0.042,0.005,0.996
1516040885669,2018-01-15T10.28.05.669,144.816,-0.041,0.005,0.996
1516040885669,2018-01-15T10.28.05.669,144.816,-0.039,0.008,0.998
1516040885691,2018-01-15T10.28.05.691,144.838,-0.039,0.004,0.997
1516040885691,2018-01-15T10.28.05.691,144.838,-0.038,0.003,1.000
1516040885691,2018-01-15T10.28.05.691,144.838,-0.040,0.005,1.003
1516040885699,2018-01-15T10.28.05.699,144.846,-0.039,0.005,0.999
1516040885699,2018-01-15T10.28.05.699,144.846,-0.040,0.008,1.001
1516040885699,2018-01-15T10.28.05.699,144.846,-0.038,0.008,1.000
1516040885721,2018-01-15T10.28.05.721,144.868,-0.039,0.003,0.999
1516040885721,2018-01-15T10.28.05.721,144.868,-0.043,0.003,1.002
1516040885721,2018-01-15T10.28.05.721,144.868,-0.040,0.007,1.001
1516040885726,2018-01-15T10.28.05.726,144.873,-0.041,0.007,1.000
1516040885726,2018-01-15T10.28.05.726,144.873,-0.039,0.004,1.002
1516040885726,2018-01-15T10.28.05.726,144.873,-0.041,0.004,0.996
1516040885751,2018-01-15T10.28.05.751,144.898,-0.040,0.007,0.998
1516040885751,2018-01-15T10.28.05.751,144.898,-0.037,0.004,0.998
1516040885751,2018-01-15T10.28.05.751,144.898,-0.039,0.005,1.001
1516040885759,2018-01-15T10.28.05.759,144.906,-0.039,0.008,1.000
1516040885759,2018-01-15T10.28.05.759,144.906,-0.042,0.009,0.997
1516040885759,2018-01-15T10.28.05.759,144.906,-0.042,0.004,0.997
1516040885781,2018-01-15T10.28.05.781,144.928,-0.040,0.008,0.997
1516040885781,2018-01-15T10.28.05.781,144.928,-0.042,0.008,0.995
1516040885781,2018-01-15T10.28.05.781,144.928,-0.040,0.010,0.998
1516040885789,2018-01-15T10.28.05.789,144.936,-0.038,0.008,1.002
1516040885789,2018-01-15T10.28.05.789,144.936,-0.041,0.005,1.001
1516040885789,2018-01-15T10.28.05.789,144.936,-0.044,0.004,0.998
1516040885811,2018-01-15T10.28.05.811,144.958,-0.043,0.001,0.999
1516040885811,2018-01-15T10.28.05.811,144.958,-0.043,0.004,1.000
1516040885811,2018-01-15T10.28.05.811,144.958,-0.040,0.007,0.999
1516040885816,2018-01-15T10.28.05.816,144.963,-0.040,0.004,0.996
1516040885816,2018-01-15T10.28.05.816,144.963,-0.040,0.006,0.996
1516040885816,2018-01-15T10.28.05.816,144.963,-0.042,0.008,0.993
1516040885841,2018-01-15T10.28.05.841,144.988,-0.043,0.000,0.999
1516040885841,2018-01-15T10.28.05.841,144.988,-0.040,0.006,0.998
1516040885841,2018-01-15T10.28.05.841,144.988,-0.041,0.006,0.995
1516040885849,2018-01-15T10.28.05.849,144.996,-0.043,0.006,0.998
1516040885849,2018-01-15T10.28.05.849,144.996,-0.040,0.009,0.998
1516040885849,2018-01-15T10.28.05.849,144.996,-0.041,0.009,1.003
1516040885871,2018-01-15T10.28.05.871,145.018,-0.039,0.009,0.999
1516040885871,2018-01-15T10.28.05.871,145.018,-0.040,0.006,0.999
1516040885871,2018-01-15T10.28.05.871,145.018,-0.043,0.007,1.000
1516040885879,2018-01-15T10.28.05.879,145.026,-0.042,0.006,0.998
1516040885879,2018-01-15T10.28.05.879,145.026,-0.044,0.005,0.999
1516040885879,2018-01-15T10.28.05.879,145.026,-0.042,0.005,0.996
1516040885901,2018-01-15T10.28.05.901,145.048,-0.042,0.007,0.997
1516040885901,2018-01-15T10.28.05.901,145.048,-0.039,0.009,0.998
1516040885901,2018-01-15T10.28.05.901,145.048,-0.038,0.003,0.995
1516040885909,2018-01-15T10.28.05.909,145.056,-0.042,0.006,0.999
1516040885909,2018-01-15T10.28.05.909,145.056,-0.041,0.010,0.998
1516040885909,2018-01-15T10.28.05.909,145.056,-0.042,0.006,0.996
1516040885931,2018-01-15T10.28.05.931,145.078,-0.042,0.007,0.996
1516040885931,2018-01-15T10.28.05.931,145.078,-0.038,0.006,1.000
1516040885931,2018-01-15T10.28.05.931,145.078,-0.036,0.004,0.997
1516040885943,2018-01-15T10.28.05.943,145.090,-0.041,0.007,0.994
1516040885943,2018-01-15T10.28.05.943,145.090,-0.040,0.006,1.001
1516040885943,2018-01-15T10.28.05.943,145.090,-0.042,0.005,1.000
1516040885961,2018-01-15T10.28.05.961,145.108,-0.043,0.003,1.000
1516040885961,2018-01-15T10.28.05.961,145.108,-0.038,0.007,1.001
1516040885961,2018-01-15T10.28.05.961,145.108,-0.039,0.005,0.997
1516040885969,2018-01-15T10.28.05.969,145.116,-0.041,0.004,0.996
1516040885969,2018-01-15T10.28.05.969,145.116,-0.042,0.005,0.998
1516040885969,2018-01-15T10.28.05.969,145.116,-0.042,0.007,0.998
1516040885991,2018-01-15T10.28.05.991,145.138,-0.041,0.005,0.995
1516040885991,2018-01-15T10.28.05.991,145.138,-0.041,0.004,0.999
1516040885991,2018-01-15T10.28.05.991,145.138,-0.041,0.004,0.998
1516040885999,2018-01-15T10.28.05.999,145.146,-0.040,0.004,0.997
1516040885999,2018-01-15T10.28.05.999,145.146,-0.041,0.006,1.000
1516040885999,2018-01-15T10.28.05.999,145.146,-0.040,0.007,0.999
1516040886021,2018-01-15T10.28.06.021,145.168,-0.041,0.006,0.995
1516040886021,2018-01-15T10.28.06.021,145.168,-0.039,0.004,1.001
1516040886021,2018-01-15T10.28.06.021,145.168,-0.042,0.005,1.003
1516040886025,2018-01-15T10.28.06.025,145.172,-0.042,0.007,0.999
