epoc (ms),timestamp (-0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1516040740853,2018-01-15T10.25.40.853,0.000,-0.024,-0.044,0.995
1516040740853,2018-01-15T10.25.40.853,0.000,-0.025,-0.043,1.006
1516040740853,2018-01-15T10.25.40.853,0.000,-0.026,-0.046,1.000
1516040740859,2018-01-15T10.25.40.859,0.006,-0.023,-0.043,1.000
1516040740859,2018-01-15T10.25.40.859,0.006,-0.020,-0.044,1.000
1516040740859,2018-01-15T10.25.40.859,0.006,-0.023,-0.043,1.005
1516040740883,2018-01-15T10.25.40.883,0.030,-0.021,-0.044,0.999
1516040740883,2018-01-15T10.25.40.883,0.030,-0.026,-0.044,1.002
1516040740883,2018-01-15T10.25.40.883,0.030,-0.026,-0.045,1.001
1516040740889,2018-01-15T10.25.40.889,0.036,-0.027,-0.045,1.002
1516040740889,2018-01-15T10.25.40.889,0.036,-0.022,-0.049,1.000
1516040740889,2018-01-15T10.25.40.889,0.036,-0.021,-0.048,1.001
1516040740913,2018-01-15T10.25.40.913,0.060,-0.024,-0.046,1.001
1516040740913,2018-01-15T10.25.40.913,0.060,-0.022,-0.050,1.001
1516040740913,2018-01-15T10.25.40.913,0.060,-0.021,-0.046,0.999
1516040740920,2018-01-15T10.25.40.920,0.067,-0.021,-0.045,0.999
1516040740920,2018-01-15T10.25.40.920,0.067,-0.025,-0.046,0.996
1516040740920,2018-01-15T10.25.40.920,0.067,-0.027,-0.048,1.000
1516040740943,2018-01-15T10.25.40.943,0.090,-0.025,-0.048,1.001
1516040740943,2018-01-15T10.25.40.943,0.090,-0.022,-0.046,1.001
1516040740943,2018-01-15T10.25.40.943,0.090,-0.024,-0.048,0.998
1516040740947,2018-01-15T10.25.40.947,0.094,-0.026,-0.047,0.997
1516040740947,2018-01-15T10.25.40.947,0.094,-0.028,-0.047,1.000
1516040740947,2018-01-15T10.25.40.947,0.094,-0.024,-0.049,1.002
1516040740973,2018-01-15T10.25.40.973,0.120,-0.024,-0.050,1.001
1516040740973,2018-01-15T10.25.40.973,0.120,-0.026,-0.048,1.002
1516040740973,2018-01-15T10.25.40.973,0.120,-0.027,-0.050,1.004
1516040740986,2018-01-15T10.25.40.986,0.133,-0.028,-0.049,0.997
1516040740986,2018-01-15T10.25.40.986,0.133,-0.026,-0.047,0.995
1516040740986,2018-01-15T10.25.40.986,0.133,-0.025,-0.048,1.000
1516040741004,2018-01-15T10.25.41.004,0.151,-0.024,-0.047,1.002
1516040741004,2018-01-15T10.25.41.004,0.151,-0.027,-0.047,1.001
1516040741004,2018-01-15T10.25.41.004,0.151,-0.022,-0.048,1.000
1516040741010,2018-01-15T10.25.41.010,0.157,-0.022,-0.047,1.002
1516040741010,2018-01-15T10.25.41.010,0.157,-0.023,-0.047,1.003
1516040741010,2018-01-15T10.25.41.010,0.157,-0.025,-0.046,0.999
1516040741033,2018-01-15T10.25.41.033,0.180,-0.023,-0.047,1.000
1516040741033,2018-01-15T10.25.41.033,0.180,-0.024,-0.047,1.002
1516040741033,2018-01-15T10.25.41.033,0.180,-0.021,-0.043,0.999
1516040741036,2018-01-15T10.25.41.036,0.183,-0.019,-0.045,0.999
1516040741036,2018-01-15T10.25.41.036,0.183,-0.021,-0.043,1.001
1516040741036,2018-01-15T10.25.41.036,0.183,-0.022,-0.044,1.002
1516040741063,2018-01-15T10.25.41.063,0.210,-0.020,-0.046,1.000
1516040741063,2018-01-15T10.25.41.063,0.210,-0.021,-0.042,1.000
1516040741063,2018-01-15T10.25.41.063,0.210,-0.023,-0.040,1.000
1516040741067,2018-01-15T10.25.41.067,0.214,-0.026,-0.043,0.999
1516040741067,2018-01-15T10.25.41.067,0.214,-0.020,-0.047,0.997
1516040741067,2018-01-15T10.25.41.067,0.214,-0.024,-0.042,1.000
1516040741093,2018-01-15T10.25.41.093,0.240,-0.024,-0.046,1.001
1516040741093,2018-01-15T10.25.41.093,0.240,-0.023,-0.046,1.000
1516040741093,2018-01-15T10.25.41.093,0.240,-0.024,-0.048,0.999
1516040741098,2018-01-15T10.25.41.098,0.245,-0.021,-0.045,1.000
1516040741098,2018-01-15T10.25.41.098,0.245,-0.021,-0.049,0.996
1516040741098,2018-01-15T10.25.41.098,0.245,-0.025,-0.048,0.998
1516040741123,2018-01-15T10.25.41.123,0.270,-0.021,-0.048,1.002
1516040741123,2018-01-15T10.25.41.123,0.270,-0.024,-0.051,1.001
1516040741123,2018-01-15T10.25.41.123,0.270,-0.025,-0.050,1.002
1516040741127,2018-01-15T10.25.41.127,0.274,-0.025,-0.050,1.002
1516040741127,2018-01-15T10.25.41.127,0.274,-0.024,-0.047,0.997
1516040741127,2018-01-15T10.25.41.127,0.274,-0.025,-0.048,0.997
1516040741153,2018-01-15T10.25.41.153,0.300,-0.027,-0.047,1.002
1516040741153,2018-01-15T10.25.41.153,0.300,-0.023,-0.048,1.003
1516040741153,2018-01-15T10.25.41.153,0.300,-0.023,-0.044,1.001
1516040741156,2018-01-15T10.25.41.156,0.303,-0.028,-0.046,1.000
1516040741156,2018-01-15T10.25.41.156,0.303,-0.024,-0.048,0.999
1516040741156,2018-01-15T10.25.41.156,0.303,-0.024,-0.044,1.002
1516040741183,2018-01-15T10.25.41.183,0.330,-0.026,-0.046,1.000
1516040741183,2018-01-15T10.25.41.183,0.330,-0.027,-0.047,0.999
1516040741183,2018-01-15T10.25.41.183,0.330,-0.023,-0.045,0.997
1516040741188,2018-01-15T10.25.41.188,0.335,-0.023,-0.046,1.000
1516040741188,2018-01-15T10.25.41.188,0.335,-0.023,-0.045,1.006
1516040741188,2018-01-15T10.25.41.188,0.335,-0.021,-0.045,1.003
1516040741213,2018-01-15T10.25.41.213,0.360,-0.020,-0.045,1.002
1516040741213,2018-01-15T10.25.41.213,0.360,-0.024,-0.047,1.001
1516040741213,2018-01-15T10.25.41.213,0.360,-0.018,-0.062,0.989
1516040741218,2018-01-15T10.25.41.218,0.365,-0.018,-0.104,0.947
1516040741218,2018-01-15T10.25.41.218,0.365,-0.012,-0.146,0.896
1516040741218,2018-01-15T10.25.41.218,0.365,-0.014,-0.136,0.916
1516040741243,2018-01-15T10.25.41.243,0.390,-0.021,-0.093,0.965
1516040741243,2018-01-15T10.25.41.243,0.390,-0.025,-0.062,1.069
1516040741243,2018-01-15T10.25.41.243,0.390,-0.042,-0.062,1.084
1516040741249,2018-01-15T10.25.41.249,0.396,-0.055,-0.097,1.071
1516040741249,2018-01-15T10.25.41.249,0.396,-0.056,-0.029,1.078
1516040741249,2018-01-15T10.25.41.249,0.396,-0.064,-0.015,0.997
1516040741273,2018-01-15T10.25.41.273,0.420,-0.076,-0.003,0.987
1516040741273,2018-01-15T10.25.41.273,0.420,-0.067,0.020,1.067
1516040741273,2018-01-15T10.25.41.273,0.420,-0.075,0.029,0.998
1516040741278,2018-01-15T10.25.41.278,0.425,-0.091,0.021,0.930
1516040741278,2018-01-15T10.25.41.278,0.425,-0.036,-0.001,0.996
1516040741278,2018-01-15T10.25.41.278,0.425,-0.021,0.013,1.007
1516040741333,2018-01-15T10.25.41.333,0.480,-0.027,0.044,1.008
1516040741333,2018-01-15T10.25.41.333,0.480,-0.021,0.031,0.999
1516040741333,2018-01-15T10.25.41.333,0.480,-0.017,0.039,0.994
1516040741338,2018-01-15T10.25.41.338,0.485,-0.012,0.027,1.001
1516040741338,2018-01-15T10.25.41.338,0.485,-0.016,0.024,1.004
1516040741338,2018-01-15T10.25.41.338,0.485,-0.017,0.014,1.000
1516040741344,2018-01-15T10.25.41.344,0.491,-0.017,-0.003,0.994
1516040741344,2018-01-15T10.25.41.344,0.491,-0.025,-0.006,0.997
1516040741344,2018-01-15T10.25.41.344,0.491,-0.029,0.001,1.002
1516040741346,2018-01-15T10.25.41.346,0.493,-0.021,0.005,0.999
1516040741346,2018-01-15T10.25.41.346,0.493,-0.028,0.004,1.000
1516040741346,2018-01-15T10.25.41.346,0.493,-0.030,0.002,0.993
1516040741362,2018-01-15T10.25.41.362,0.509,-0.032,0.002,1.000
1516040741362,2018-01-15T10.25.41.362,0.509,-0.036,0.001,0.999
1516040741362,2018-01-15T10.25.41.362,0.509,-0.034,0.006,0.997
1516040741365,2018-01-15T10.25.41.365,0.512,-0.039,0.006,1.001
1516040741365,2018-01-15T10.25.41.365,0.512,-0.044,0.012,1.000
1516040741365,2018-01-15T10.25.41.365,0.512,-0.053,0.016,0.986
1516040741393,2018-01-15T10.25.41.393,0.540,-0.060,0.016,1.000
1516040741393,2018-01-15T10.25.41.393,0.540,-0.049,0.029,0.992
1516040741393,2018-01-15T10.25.41.393,0.540,-0.042,0.031,1.002
1516040741396,2018-01-15T10.25.41.396,0.543,-0.035,0.022,0.991
1516040741396,2018-01-15T10.25.41.396,0.543,-0.042,0.021,0.994
1516040741396,2018-01-15T10.25.41.396,0.543,-0.047,0.018,0.994
1516040741423,2018-01-15T10.25.41.423,0.570,-0.046,0.025,1.010
1516040741423,2018-01-15T10.25.41.423,0.570,-0.034,0.027,1.003
1516040741423,2018-01-15T10.25.41.423,0.570,-0.047,0.028,0.987
1516040741426,2018-01-15T10.25.41.426,0.573,-0.068,0.038,0.999
1516040741426,2018-01-15T10.25.41.426,0.573,-0.067,0.038,1.002
1516040741426,2018-01-15T10.25.41.426,0.573,-0.060,0.041,0.975
1516040741453,2018-01-15T10.25.41.453,0.600,-0.063,0.043,0.982
1516040741453,2018-01-15T10.25.41.453,0.600,-0.055,0.037,0.999
1516040741453,2018-01-15T10.25.41.453,0.600,-0.049,0.026,1.013
1516040741458,2018-01-15T10.25.41.458,0.605,-0.043,0.018,0.996
1516040741458,2018-01-15T10.25.41.458,0.605,-0.043,0.021,0.988
1516040741458,2018-01-15T10.25.41.458,0.605,-0.042,0.023,1.004
1516040741483,2018-01-15T10.25.41.483,0.630,-0.041,0.031,1.001
1516040741483,2018-01-15T10.25.41.483,0.630,-0.042,0.040,0.998
1516040741483,2018-01-15T10.25.41.483,0.630,-0.046,0.040,0.999
1516040741487,2018-01-15T10.25.41.487,0.634,-0.046,0.013,0.997
1516040741487,2018-01-15T10.25.41.487,0.634,-0.044,0.007,1.000
1516040741487,2018-01-15T10.25.41.487,0.634,-0.041,0.011,0.997
1516040741513,2018-01-15T10.25.41.513,0.660,-0.041,0.010,0.997
1516040741513,2018-01-15T10.25.41.513,0.660,-0.041,0.012,0.998
1516040741513,2018-01-15T10.25.41.513,0.660,-0.043,0.008,0.998
1516040741519,2018-01-15T10.25.41.519,0.666,-0.045,0.012,0.998
1516040741519,2018-01-15T10.25.41.519,0.666,-0.044,0.009,0.998
1516040741519,2018-01-15T10.25.41.519,0.666,-0.045,0.008,1.000
1516040741543,2018-01-15T10.25.41.543,0.690,-0.040,0.011,0.998
1516040741543,2018-01-15T10.25.41.543,0.690,-0.037,0.007,1.001
1516040741543,2018-01-15T10.25.41.543,0.690,-0.042,0.004,0.995
1516040741547,2018-01-15T10.25.41.547,0.694,-0.042,0.006,0.993
1516040741547,2018-01-15T10.25.41.547,0.694,-0.040,0.008,1.001
1516040741547,2018-01-15T10.25.41.547,0.694,-0.042,0.006,0.999
1516040741573,2018-01-15T10.25.41.573,0.720,-0.039,0.007,0.995
1516040741573,2018-01-15T10.25.41.573,0.720,-0.039,0.005,0.998
1516040741573,2018-01-15T10.25.41.573,0.720,-0.041,0.007,0.999
1516040741581,2018-01-15T10.25.41.581,0.728,-0.038,0.006,0.997
1516040741581,2018-01-15T10.25.41.581,0.728,-0.038,0.004,0.996
1516040741581,2018-01-15T10.25.41.581,0.728,-0.037,0.006,0.993
1516040741603,2018-01-15T10.25.41.603,0.750,-0.035,0.007,1.001
1516040741603,2018-01-15T10.25.41.603,0.750,-0.035,0.004,0.998
1516040741603,2018-01-15T10.25.41.603,0.750,-0.036,0.005,0.998
1516040741608,2018-01-15T10.25.41.608,0.755,-0.041,0.005,0.997
1516040741608,2018-01-15T10.25.41.608,0.755,-0.039,0.006,0.999
1516040741608,2018-01-15T10.25.41.608,0.755,-0.035,0.005,0.998
1516040741633,2018-01-15T10.25.41.633,0.780,-0.039,0.003,0.999
1516040741633,2018-01-15T10.25.41.633,0.780,-0.037,0.008,1.001
1516040741633,2018-01-15T10.25.41.633,0.780,-0.042,0.010,0.999
1516040741637,2018-01-15T10.25.41.637,0.784,-0.043,0.010,1.000
1516040741637,2018-01-15T10.25.41.637,0.784,-0.045,0.011,1.002
1516040741637,2018-01-15T10.25.41.637,0.784,-0.045,0.009,0.999
1516040741663,2018-01-15T10.25.41.663,0.810,-0.044,0.007,0.994
1516040741663,2018-01-15T10.25.41.663,0.810,-0.047,0.007,0.997
1516040741663,2018-01-15T10.25.41.663,0.810,-0.049,0.009,0.996
1516040741669,2018-01-15T10.25.41.669,0.816,-0.048,0.009,0.995
1516040741669,2018-01-15T10.25.41.669,0.816,-0.047,0.008,0.999
1516040741669,2018-01-15T10.25.41.669,0.816,-0.043,0.009,1.000
1516040741693,2018-01-15T10.25.41.693,0.840,-0.042,0.011,0.997
1516040741693,2018-01-15T10.25.41.693,0.840,-0.047,0.008,0.999
1516040741693,2018-01-15T10.25.41.693,0.840,-0.044,0.009,0.995
1516040741697,2018-01-15T10.25.41.697,0.844,-0.044,0.006,0.998
1516040741697,2018-01-15T10.25.41.697,0.844,-0.043,0.006,1.000
1516040741697,2018-01-15T10.25.41.697,0.844,-0.042,0.003,1.000
1516040741723,2018-01-15T10.25.41.723,0.870,-0.045,0.004,0.999
1516040741723,2018-01-15T10.25.41.723,0.870,-0.042,0.007,0.997
1516040741723,2018-01-15T10.25.41.723,0.870,-0.038,0.004,0.998
1516040741728,2018-01-15T10.25.41.728,0.875,-0.039,0.005,0.998
1516040741728,2018-01-15T10.25.41.728,0.875,-0.036,0.007,0.999
1516040741728,2018-01-15T10.25.41.728,0.875,-0.040,0.006,0.998
1516040741753,2018-01-15T10.25.41.753,0.900,-0.040,0.005,1.002
1516040741753,2018-01-15T10.25.41.753,0.900,-0.037,0.007,0.999
1516040741753,2018-01-15T10.25.41.753,0.900,-0.037,0.011,1.001
1516040741759,2018-01-15T10.25.41.759,0.906,-0.041,0.009,1.003
1516040741759,2018-01-15T10.25.41.759,0.906,-0.042,0.004,0.993
1516040741759,2018-01-15T10.25.41.759,0.906,-0.037,0.006,0.994
1516040741783,2018-01-15T10.25.41.783,0.930,-0.040,0.006,0.995
1516040741783,2018-01-15T10.25.41.783,0.930,-0.042,0.010,0.991
1516040741783,2018-01-15T10.25.41.783,0.930,-0.039,0.010,0.998
1516040741793,2018-01-15T10.25.41.793,0.940,-0.041,0.009,1.000
1516040741793,2018-01-15T10.25.41.793,0.940,-0.044,0.008,1.001
1516040741793,2018-01-15T10.25.41.793,0.940,-0.042,0.003,0.998
1516040741813,2018-01-15T10.25.41.813,0.960,-0.044,0.009,0.996
1516040741813,2018-01-15T10.25.41.813,0.960,-0.045,0.007,0.992
1516040741813,2018-01-15T10.25.41.813,0.960,-0.043,0.007,0.994
1516040741819,2018-01-15T10.25.41.819,0.966,-0.042,0.011,0.999
1516040741819,2018-01-15T10.25.41.819,0.966,-0.043,0.009,1.000
1516040741819,2018-01-15T10.25.41.819,0.966,-0.041,0.007,1.001
1516040741843,2018-01-15T10.25.41.843,0.990,-0.040,0.007,0.998
1516040741843,2018-01-15T10.25.41.843,0.990,-0.040,0.008,0.999
1516040741843,2018-01-15T10.25.41.843,0.990,-0.042,0.005,0.999
1516040741847,2018-01-15T10.25.41.847,0.994,-0.042,0.007,1.000
1516040741847,2018-01-15T10.25.41.847,0.994,-0.036,0.007,0.996
1516040741847,2018-01-15T10.25.41.847,0.994,-0.038,0.004,0.999
1516040741873,2018-01-15T10.25.41.873,1.020,-0.041,0.005,1.002
1516040741873,2018-01-15T10.25.41.873,1.020,-0.039,0.007,1.000
1516040741873,2018-01-15T10.25.41.873,1.020,-0.037,0.005,1.000
1516040741877,2018-01-15T10.25.41.877,1.024,-0.042,0.004,1.000
1516040741877,2018-01-15T10.25.41.877,1.024,-0.039,0.003,1.001
1516040741877,2018-01-15T10.25.41.877,1.024,-0.038,0.007,0.999
1516040741903,2018-01-15T10.25.41.903,1.050,-0.039,0.004,0.998
1516040741903,2018-01-15T10.25.41.903,1.050,-0.040,0.006,0.999
1516040741903,2018-01-15T10.25.41.903,1.050,-0.039,0.007,0.998
1516040741909,2018-01-15T10.25.41.909,1.056,-0.039,0.007,0.999
1516040741909,2018-01-15T10.25.41.909,1.056,-0.042,0.006,0.997
1516040741909,2018-01-15T10.25.41.909,1.056,-0.041,0.007,1.000
1516040741933,2018-01-15T10.25.41.933,1.080,-0.043,0.008,0.997
1516040741933,2018-01-15T10.25.41.933,1.080,-0.043,0.007,0.999
1516040741933,2018-01-15T10.25.41.933,1.080,-0.042,0.010,1.001
1516040741937,2018-01-15T10.25.41.937,1.084,-0.042,0.012,1.000
1516040741937,2018-01-15T10.25.41.937,1.084,-0.045,0.007,0.998
1516040741937,2018-01-15T10.25.41.937,1.084,-0.044,0.008,0.995
1516040741963,2018-01-15T10.25.41.963,1.110,-0.038,0.006,0.999
1516040741963,2018-01-15T10.25.41.963,1.110,-0.040,0.005,0.997
1516040741963,2018-01-15T10.25.41.963,1.110,-0.043,0.006,0.998
1516040741971,2018-01-15T10.25.41.971,1.118,-0.039,0.003,0.999
1516040741971,2018-01-15T10.25.41.971,1.118,-0.042,0.002,0.999
1516040741971,2018-01-15T10.25.41.971,1.118,-0.041,0.006,0.994
1516040741993,2018-01-15T10.25.41.993,1.140,-0.039,0.008,0.996
1516040741993,2018-01-15T10.25.41.993,1.140,-0.039,0.005,1.000
1516040741993,2018-01-15T10.25.41.993,1.140,-0.039,0.003,0.997
1516040741997,2018-01-15T10.25.41.997,1.144,-0.041,0.007,0.999
1516040741997,2018-01-15T10.25.41.997,1.144,-0.042,0.007,1.002
1516040741997,2018-01-15T10.25.41.997,1.144,-0.040,0.008,1.000
1516040742023,2018-01-15T10.25.42.023,1.170,-0.039,0.009,1.001
1516040742023,2018-01-15T10.25.42.023,1.170,-0.041,0.005,1.000
1516040742023,2018-01-15T10.25.42.023,1.170,-0.042,0.005,1.001
1516040742026,2018-01-15T10.25.42.026,1.173,-0.039,0.007,1.000
1516040742026,2018-01-15T10.25.42.026,1.173,-0.039,0.007,0.997
1516040742026,2018-01-15T10.25.42.026,1.173,-0.043,0.010,1.001
1516040742053,2018-01-15T10.25.42.053,1.200,-0.038,0.005,0.998
1516040742053,2018-01-15T10.25.42.053,1.200,-0.041,0.010,0.996
1516040742053,2018-01-15T10.25.42.053,1.200,-0.042,0.010,0.998
1516040742057,2018-01-15T10.25.42.057,1.204,-0.042,0.009,0.997
1516040742057,2018-01-15T10.25.42.057,1.204,-0.039,0.007,0.996
1516040742057,2018-01-15T10.25.42.057,1.204,-0.042,0.009,0.997
1516040742083,2018-01-15T10.25.42.083,1.230,-0.041,0.010,0.998
1516040742083,2018-01-15T10.25.42.083,1.230,-0.044,0.009,0.999
1516040742083,2018-01-15T10.25.42.083,1.230,-0.042,0.005,0.997
1516040742087,2018-01-15T10.25.42.087,1.234,-0.041,0.005,1.000
1516040742087,2018-01-15T10.25.42.087,1.234,-0.042,0.008,1.001
1516040742087,2018-01-15T10.25.42.087,1.234,-0.038,0.009,0.999
1516040742113,2018-01-15T10.25.42.113,1.260,-0.040,0.010,0.998
1516040742113,2018-01-15T10.25.42.113,1.260,-0.041,0.008,0.998
1516040742113,2018-01-15T10.25.42.113,1.260,-0.042,0.006,0.998
1516040742117,2018-01-15T10.25.42.117,1.264,-0.039,0.006,0.999
1516040742117,2018-01-15T10.25.42.117,1.264,-0.039,0.005,1.000
1516040742117,2018-01-15T10.25.42.117,1.264,-0.038,0.005,0.998
1516040742143,2018-01-15T10.25.42.143,1.290,-0.041,0.008,1.001
1516040742143,2018-01-15T10.25.42.143,1.290,-0.038,0.004,0.997
1516040742143,2018-01-15T10.25.42.143,1.290,-0.036,0.001,0.999
1516040742150,2018-01-15T10.25.42.150,1.297,-0.039,0.004,0.997
1516040742150,2018-01-15T10.25.42.150,1.297,-0.039,0.005,0.998
1516040742150,2018-01-15T10.25.42.150,1.297,-0.036,0.006,0.999
1516040742173,2018-01-15T10.25.42.173,1.320,-0.039,0.007,0.999
1516040742173,2018-01-15T10.25.42.173,1.320,-0.039,0.006,1.000
1516040742173,2018-01-15T10.25.42.173,1.320,-0.041,0.006,0.998
1516040742177,2018-01-15T10.25.42.177,1.324,-0.040,0.007,0.996
1516040742177,2018-01-15T10.25.42.177,1.324,-0.040,0.007,0.994
1516040742177,2018-01-15T10.25.42.177,1.324,-0.039,0.006,1.000
1516040742203,2018-01-15T10.25.42.203,1.350,-0.041,0.006,1.000
1516040742203,2018-01-15T10.25.42.203,1.350,-0.040,0.008,1.000
1516040742203,2018-01-15T10.25.42.203,1.350,-0.040,0.005,0.995
1516040742207,2018-01-15T10.25.42.207,1.354,-0.042,0.007,1.001
1516040742207,2018-01-15T10.25.42.207,1.354,-0.042,0.009,1.004
1516040742207,2018-01-15T10.25.42.207,1.354,-0.042,0.007,0.995
1516040742233,2018-01-15T10.25.42.233,1.380,-0.042,0.007,0.998
1516040742233,2018-01-15T10.25.42.233,1.380,-0.045,0.008,0.996
1516040742233,2018-01-15T10.25.42.233,1.380,-0.044,0.012,1.002
1516040742240,2018-01-15T10.25.42.240,1.387,-0.041,0.007,1.003
1516040742240,2018-01-15T10.25.42.240,1.387,-0.042,0.005,0.998
1516040742240,2018-01-15T10.25.42.240,1.387,-0.045,0.004,0.998
1516040742263,2018-01-15T10.25.42.263,1.410,-0.045,0.008,0.999
1516040742263,2018-01-15T10.25.42.263,1.410,-0.040,0.008,1.000
1516040742263,2018-01-15T10.25.42.263,1.410,-0.042,0.005,0.997
1516040742270,2018-01-15T10.25.42.270,1.417,-0.041,0.004,0.995
1516040742270,2018-01-15T10.25.42.270,1.417,-0.042,0.007,0.999
1516040742270,2018-01-15T10.25.42.270,1.417,-0.044,0.002,0.999
1516040742293,2018-01-15T10.25.42.293,1.440,-0.041,0.005,0.997
1516040742293,2018-01-15T10.25.42.293,1.440,-0.041,0.008,0.997
1516040742293,2018-01-15T10.25.42.293,1.440,-0.041,0.005,0.995
1516040742296,2018-01-15T10.25.42.296,1.443,-0.041,0.005,0.997
1516040742296,2018-01-15T10.25.42.296,1.443,-0.041,0.006,0.997
1516040742296,2018-01-15T10.25.42.296,1.443,-0.039,0.006,0.999
1516040742323,2018-01-15T10.25.42.323,1.470,-0.040,0.003,0.998
1516040742323,2018-01-15T10.25.42.323,1.470,-0.043,0.006,0.998
1516040742323,2018-01-15T10.25.42.323,1.470,-0.039,0.008,0.997
1516040742328,2018-01-15T10.25.42.328,1.475,-0.038,0.007,0.996
1516040742328,2018-01-15T10.25.42.328,1.475,-0.042,0.009,0.998
1516040742328,2018-01-15T10.25.42.328,1.475,-0.038,0.010,1.000
1516040742353,2018-01-15T10.25.42.353,1.500,-0.040,0.005,1.000
1516040742353,2018-01-15T10.25.42.353,1.500,-0.042,0.004,1.000
1516040742353,2018-01-15T10.25.42.353,1.500,-0.037,0.007,0.998
1516040742357,2018-01-15T10.25.42.357,1.504,-0.036,0.010,0.998
1516040742357,2018-01-15T10.25.42.357,1.504,-0.041,0.007,1.000
1516040742357,2018-01-15T10.25.42.357,1.504,-0.040,0.009,1.000
1516040742383,2018-01-15T10.25.42.383,1.530,-0.043,0.006,0.998
1516040742383,2018-01-15T10.25.42.383,1.530,-0.044,0.008,1.002
1516040742383,2018-01-15T10.25.42.383,1.530,-0.044,0.006,0.998
1516040742388,2018-01-15T10.25.42.388,1.535,-0.043,0.007,0.997
1516040742388,2018-01-15T10.25.42.388,1.535,-0.041,0.004,1.000
1516040742388,2018-01-15T10.25.42.388,1.535,-0.040,0.005,0.995
1516040742413,2018-01-15T10.25.42.413,1.560,-0.040,0.004,1.000
1516040742413,2018-01-15T10.25.42.413,1.560,-0.042,0.005,1.001
1516040742413,2018-01-15T10.25.42.413,1.560,-0.041,0.006,0.998
1516040742419,2018-01-15T10.25.42.419,1.566,-0.039,0.006,1.000
1516040742419,2018-01-15T10.25.42.419,1.566,-0.041,0.008,0.998
1516040742419,2018-01-15T10.25.42.419,1.566,-0.042,0.007,0.998
1516040742443,2018-01-15T10.25.42.443,1.590,-0.037,0.006,1.000
1516040742443,2018-01-15T10.25.42.443,1.590,-0.039,0.005,0.994
1516040742443,2018-01-15T10.25.42.443,1.590,-0.041,0.006,0.996
1516040742449,2018-01-15T10.25.42.449,1.596,-0.038,0.008,0.999
1516040742449,2018-01-15T10.25.42.449,1.596,-0.043,0.005,0.999
1516040742449,2018-01-15T10.25.42.449,1.596,-0.044,0.006,1.002
1516040742473,2018-01-15T10.25.42.473,1.620,-0.042,0.005,0.998
1516040742473,2018-01-15T10.25.42.473,1.620,-0.041,0.006,0.996
1516040742473,2018-01-15T10.25.42.473,1.620,-0.042,0.009,0.997
1516040742478,2018-01-15T10.25.42.478,1.625,-0.043,0.011,0.997
1516040742478,2018-01-15T10.25.42.478,1.625,-0.042,0.004,1.000
1516040742478,2018-01-15T10.25.42.478,1.625,-0.043,0.008,0.999
1516040742503,2018-01-15T10.25.42.503,1.650,-0.043,0.009,0.998
1516040742503,2018-01-15T10.25.42.503,1.650,-0.041,0.008,0.998
1516040742503,2018-01-15T10.25.42.503,1.650,-0.039,0.008,0.997
1516040742508,2018-01-15T10.25.42.508,1.655,-0.038,0.009,1.001
1516040742508,2018-01-15T10.25.42.508,1.655,-0.040,0.010,0.997
1516040742508,2018-01-15T10.25.42.508,1.655,-0.038,0.005,0.997
1516040742533,2018-01-15T10.25.42.533,1.680,-0.039,0.005,0.997
1516040742533,2018-01-15T10.25.42.533,1.680,-0.037,0.008,1.000
1516040742533,2018-01-15T10.25.42.533,1.680,-0.038,0.008,1.000
1516040742541,2018-01-15T10.25.42.541,1.688,-0.037,0.004,0.998
1516040742541,2018-01-15T10.25.42.541,1.688,-0.037,-0.001,1.000
1516040742541,2018-01-15T10.25.42.541,1.688,-0.041,0.006,1.000
1516040742563,2018-01-15T10.25.42.563,1.710,-0.041,0.006,1.000
1516040742563,2018-01-15T10.25.42.563,1.710,-0.041,0.005,0.998
1516040742563,2018-01-15T10.25.42.563,1.710,-0.038,0.002,0.999
1516040742568,2018-01-15T10.25.42.568,1.715,-0.039,0.003,0.999
1516040742568,2018-01-15T10.25.42.568,1.715,-0.043,0.005,0.998
1516040742568,2018-01-15T10.25.42.568,1.715,-0.042,0.004,0.994
1516040742593,2018-01-15T10.25.42.593,1.740,-0.041,0.005,0.997
1516040742593,2018-01-15T10.25.42.593,1.740,-0.044,0.007,0.994
1516040742593,2018-01-15T10.25.42.593,1.740,-0.043,0.003,0.999
1516040742598,2018-01-15T10.25.42.598,1.745,-0.043,0.009,0.997
1516040742598,2018-01-15T10.25.42.598,1.745,-0.042,0.011,0.997
1516040742598,2018-01-15T10.25.42.598,1.745,-0.042,0.005,0.996
1516040742653,2018-01-15T10.25.42.653,1.800,-0.042,0.010,0.992
1516040742653,2018-01-15T10.25.42.653,1.800,-0.041,0.008,0.999
1516040742653,2018-01-15T10.25.42.653,1.800,-0.041,0.007,0.999
1516040742662,2018-01-15T10.25.42.662,1.809,-0.041,0.008,0.997
1516040742662,2018-01-15T10.25.42.662,1.809,-0.044,0.008,1.002
1516040742662,2018-01-15T10.25.42.662,1.809,-0.043,0.007,1.000
1516040742668,2018-01-15T10.25.42.668,1.815,-0.038,0.005,1.000
1516040742668,2018-01-15T10.25.42.668,1.815,-0.038,0.005,0.997
1516040742668,2018-01-15T10.25.42.668,1.815,-0.040,0.004,0.998
1516040742674,2018-01-15T10.25.42.674,1.821,-0.039,0.008,0.996
